pid,Player,Mat,Inns_bowl,Balls_bowled,Runs_given,Wkts_taken,Avg_bowl,Econ_bowl,SR_bowl,4wkt,5wkt,BBwkts,BBruns,debut,retire,team1,team2,team3
JPTaylor19931993,JP Taylor,1,1,18,20,0,0.0,6.66,0.0,0,0,0,0,1993,1993,ENG,,
LBTaylor19861986,LB Taylor,2,2,84,47,0,0.0,3.35,0.0,0,0,0,0,1986,1986,ENG,,
LRPLTaylor20062019,LRPL Taylor,228,4,42,35,0,0.0,5.0,0.0,0,0,0,0,2006,2019,NZ,,
EPThompson20092009,EP Thompson,1,1,24,42,0,0.0,10.5,0.0,0,0,0,0,2009,2009,NZ,,
LOTikolo19961996,LO Tikolo,3,3,48,55,0,0.0,6.87,0.0,0,0,0,0,1996,1996,KENYA,,
GSTrimble19861986,GS Trimble,2,1,24,32,0,0.0,8.0,0.0,0,0,0,0,1986,1986,AUS,,
GMTurner19731983,GM Turner,41,1,6,0,0,0.0,0.0,0.0,0,0,0,0,1973,1983,NZ,,
UmarAmin20102018,Umar Amin,16,3,42,24,0,0.0,3.42,0.0,0,0,0,0,2010,2018,PAK,,
TPUra20142019,TP Ura,26,1,6,12,0,0.0,12.0,0.0,0,0,0,0,2014,2019,PNG,,
UsmanMushtaq20152015,Usman Mushtaq,1,1,12,9,0,0.0,4.5,0.0,0,0,0,0,2015,2015,UAE,,
RVUthappa20062015,RV Uthappa,46,1,2,0,0,0.0,0.0,0.0,0,0,0,0,2006,2015,INDIA,,
CJPGvanZyl19921992,CJPG van Zyl,2,2,108,93,0,0.0,5.16,0.0,0,0,0,0,1992,1992,SA,,
JCBVaughan19791979,JCB Vaughan,3,2,66,36,0,0.0,3.27,0.0,0,0,0,0,1979,1979,CAN,,
DBVengsarkar19761991,DB Vengsarkar,129,1,6,4,0,0.0,4.0,0.0,0,0,0,0,1976,1991,INDIA,,
KDKVithanage20132014,KDK Vithanage,6,2,12,17,0,0.0,8.5,0.0,0,0,0,0,2013,2014,SL,,
WahidulGani19881988,Wahidul Gani,1,1,36,32,0,0.0,5.33,0.0,0,0,0,0,1988,1988,BDESH,,
WaqasBarkat20142018,Waqas Barkat,10,4,90,75,0,0.0,5.0,0.0,0,0,0,0,2014,2018,HKG,,
DAWarner20092019,DA Warner,116,1,6,8,0,0.0,8.0,0.0,0,0,0,0,2009,2019,AUS,,
SRWaters20082011,SR Waters,20,1,18,14,0,0.0,4.66,0.0,0,0,0,0,2008,2011,KENYA,,
MWatkinson19961996,M Watkinson,1,1,54,43,0,0.0,4.77,0.0,0,0,0,0,1996,1996,ENG,,
APWeerakkody19941994,AP Weerakkody,1,1,36,41,0,0.0,6.83,0.0,0,0,0,0,1994,1994,SL,,
SRWelsh20062008,SR Welsh,3,3,120,147,0,0.0,7.35,0.0,0,0,0,0,2006,2008,CAN,,
JMWiener19791980,JM Wiener,7,2,24,34,0,0.0,8.5,0.0,0,0,0,0,1979,1980,AUS,,
CBWishart19962005,CB Wishart,90,1,12,12,0,0.0,6.0,0.0,0,0,0,0,1996,2005,ZIM,,
WAWisneski20002000,WA Wisneski,3,3,114,123,0,0.0,6.47,0.0,0,0,0,0,2000,2000,NZ,,
GHWorker20152018,GH Worker,10,1,6,5,0,0.0,5.0,0.0,0,0,0,0,2015,2018,NZ,,
JGWright19781992,JG Wright,149,3,24,8,0,0.0,2.0,0.0,0,0,0,0,1978,1992,NZ,,
YasirHameed20032007,Yasir Hameed,56,3,18,26,0,0.0,8.66,0.0,0,0,0,0,2003,2007,PAK,,
ZakirHasan19971997,Zakir Hasan,1,1,12,17,0,0.0,8.5,0.0,0,0,0,0,1997,1997,BDESH,,
ZakirHossain19981998,Zakir Hossain,1,1,24,18,0,0.0,4.5,0.0,0,0,0,0,1998,1998,BDESH,,
ZakiullahZaki20122012,Zakiullah Zaki,1,1,24,27,0,0.0,6.75,0.0,0,0,0,0,2012,2012,AFG,,
CZhuwao20082018,C Zhuwao,9,2,19,21,0,0.0,6.63,0.0,0,0,0,0,2008,2018,ZIM,,
AaronJones20192019,Aaron Jones,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,USA,,
AbdulJabbar20072007,Abdul Jabbar,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2007,2007,CAN,,
AbdulRehman20042004,Abdul Rehman,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2004,2004,UAE,,
AbdulShakoor20152018,Abdul Shakoor,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2015,2018,UAE,,
AbidAli20192019,Abid Ali,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,PAK,,
CJAdams19982000,CJ Adams,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1998,2000,ENG,,
AdnanAkmal20112012,Adnan Akmal,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2011,2012,PAK,,
AdnanMufti20172018,Adnan Mufti,18,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2017,2018,UAE,,
AfsarZazai20142017,Afsar Zazai,17,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2014,2017,AFG,,
AijazAli20042004,Aijaz Ali,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2004,2004,USA,,
AkhtarSarfraz19971998,Akhtar Sarfraz,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1997,1998,PAK,,
AkshayHomraj20192019,Akshay Homraj,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,USA,,
AlawiShukri20082008,Alawi Shukri,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2008,UAE,,
RPAlexander20042004,RP Alexander,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2004,2004,USA,,
MJDAllingham19991999,MJD Allingham,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1999,1999,SCOT,,
AlSahariar19992003,Al Sahariar,29,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1999,2003,BDESH,,
SAmarnath19781978,S Amarnath,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1978,1978,INDIA,,
SWAmbris20172019,SW Ambris,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2017,2019,WI,,
TRAmbrose20082008,TR Ambrose,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2008,ENG,,
DLAmiss19721977,DL Amiss,18,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1972,1977,ENG,,
AmjadAli20082015,Amjad Ali,17,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2015,UAE,,
HMAmla20082019,HM Amla,181,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2019,SA,,
AnamulHaque20122019,Anamul Haque,38,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2012,2019,BDESH,,
RWAnderson19761978,RW Anderson,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1976,1978,NZ,,
AnilDalpat19841986,Anil Dalpat,15,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1984,1986,PAK,,
AnkurVasishta20142014,Ankur Vasishta,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2014,2014,HKG,,
ZSAnsari20152015,ZS Ansari,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2015,2015,ENG,,
AnwarHossain20022002,Anwar Hossain,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2002,2002,BDESH,,
VAravind20192019,V Aravind,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,UAE,,
KJArnott19871993,KJ Arnott,13,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1987,1993,ZIM,,
ArshadPervez19781978,Arshad Pervez,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1978,1978,PAK,,
JArunLal19821989,J Arun Lal,13,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1982,1989,INDIA,,
AsgharAli20042004,Asghar Ali,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2004,2004,UAE,,
AshrafAli19801985,Ashraf Ali,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1980,1985,PAK,,
AsifMahmood19981998,Asif Mahmood,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1998,1998,PAK,,
SKAtai20192019,SK Atai,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,PNG,,
MAAtherton19901998,MA Atherton,54,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1990,1998,ENG,,
Atiq-uz-Zaman20002000,Atiq-uz-Zaman,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2000,2000,PAK,,
JJAtkinson20082017,JJ Atkinson,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2017,HKG,,
AzamKhan19961998,Azam Khan,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1996,1998,PAK,,
AzmatRana19781978,Azmat Rana,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1978,1978,PAK,,
SJBaard20192019,SJ Baard,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,NAM,,
BabarAzam20152019,Babar Azam,74,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2015,2019,PAK,,
SFAFBacchus19781983,SFAF Bacchus,29,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1978,1983,WI,,
SBadrinath20082011,S Badrinath,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2011,INDIA,,
ABagai20032013,A Bagai,62,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2003,2013,CAN,,
GJBailey20122016,GJ Bailey,90,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2012,2016,AUS,,
MDBailey19981998,MD Bailey,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1998,1998,NZ,,
DLBairstow19791984,DL Bairstow,21,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1979,1984,ENG,,
JMBairstow20112019,JM Bairstow,74,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2011,2019,ENG,,
SBaksh19791979,S Baksh,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1979,1979,CAN,,
GSBallance20132015,GS Ballance,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2013,2015,ENG,,
ABBarath20102012,AB Barath,14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2010,2012,WI,,
GDBarlow19761977,GD Barlow,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1976,1977,ENG,,
GEFBarnett20062010,GEF Barnett,22,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2006,2010,CAN,,
KJBarnett19881988,KJ Barnett,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1988,1988,ENG,,
DMBasden20072007,DM Basden,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2007,2007,BMUDA,,
IPPBatuwitarachchi20082008,IPP Batuwitarachchi,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2008,UAE,,
DBau20162017,D Bau,10,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2016,2017,PNG,,
CSBaugh20032012,CS Baugh,47,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2003,2012,WI,,
TBavuma20162017,T Bavuma,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2016,2017,SA,,
ACBedade19941994,AC Bedade,13,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1994,1994,INDIA,,
MDBell19982001,MD Bell,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1998,2001,NZ,,
MRBenson19861986,MR Benson,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1986,1986,ENG,,
ARBerenger20142015,AR Berenger,10,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2014,2015,UAE,,
BBhandari20192019,B Bhandari,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,NEPAL,,
MBhanuka20192019,M Bhanuka,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,SL,,
RABhatti20112011,RA Bhatti,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2011,2011,CAN,,
ISBillcliff20032009,IS Billcliff,19,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2003,2009,CAN,,
SWBillings20152018,SW Billings,15,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2015,2018,ENG,,
GABishop19871987,GA Bishop,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1987,1987,AUS,,
TEBlain19861994,TE Blain,38,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1986,1994,NZ,,
GBlakeney20092009,G Blakeney,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2009,BMUDA,,
RJBlakey19921993,RJ Blakey,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1992,1993,ENG,,
LEBosman20062010,LE Bosman,14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2006,2010,Afr,SA,
MVBoucher19982011,MV Boucher,295,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1998,2011,Afr,SA,
DMBravo20092019,DM Bravo,110,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2019,WI,,
JPBray20062007,JP Bray,15,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2006,2007,IRE,,
JMBrearley19771980,JM Brearley,25,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1977,1980,ENG,,
GABriant19931993,GA Briant,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1993,1993,ZIM,,
NTBroom20092017,NT Broom,39,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2017,NZ,,
RDBrown19831987,RD Brown,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1983,1987,ZIM,,
COBrowne19952005,CO Browne,46,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1995,2005,WI,,
PABrowne20082008,PA Browne,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2008,WI,,
DGBrownlie20122017,DG Brownlie,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2012,2017,NZ,,
GKBruk-Jackson19931993,GK Bruk-Jackson,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1993,1993,ZIM,,
JABurns20152015,JA Burns,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2015,2015,AUS,,
ARButcher19801980,AR Butcher,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1980,1980,ENG,,
ROButcher19801981,RO Butcher,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1980,1981,ENG,,
JCButtler20122019,JC Buttler,142,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2012,2019,ENG,,
AFBuurman20072011,AF Buurman,17,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2007,2011,NL,,
RJCampbell20022002,RJ Campbell,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2002,2002,AUS,,
ATCarey20182019,AT Carey,29,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2018,2019,AUS,,
SVCarlisle19952005,SV Carlisle,111,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1995,2005,ZIM,,
CCarter20152018,C Carter,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2015,2018,HKG,,
HWRCartwright20172017,HWR Cartwright,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2017,2017,AUS,,
JJCelestine20072008,JJ Celestine,8,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2007,2008,BMUDA,,
RWChakabva20082019,RW Chakabva,38,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2019,ZIM,,
LDChandimal20102019,LD Chandimal,146,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2010,2019,SL,,
VBChandrasekhar19881990,VB Chandrasekhar,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1988,1990,INDIA,,
MSChapman20152018,MS Chapman,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2015,2018,HKG,NZ,
CJDChappell19791979,CJD Chappell,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1979,1979,CAN,,
BBChari20152019,BB Chari,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2015,2019,ZIM,,
CPSChauhan19781981,CPS Chauhan,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1978,1981,INDIA,,
MCheruparambil20042004,M Cheruparambil,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2004,2004,HKG,,
ChiragSuri20182019,Chirag Suri,14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2018,2019,UAE,,
DNChudasama19961999,DN Chudasama,20,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1996,1999,KENYA,,
DRChumney20032007,DR Chumney,21,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2003,2007,CAN,,
NEClarke19961996,NE Clarke,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1996,1996,NL,,
FRJColeman20132015,FRJ Coleman,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2013,2015,SCOT,,
PGComan19731974,PG Coman,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1973,1974,NZ,,
ANCook20062014,AN Cook,92,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2006,2014,ENG,,
GCook19811983,G Cook,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1981,1983,ENG,,
SJCook19911993,SJ Cook,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1991,1993,SA,,
BNCooper20132019,BN Cooper,8,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2013,2019,NL,,
CKCoventry20032015,CK Coventry,39,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2003,2015,ZIM,,
MCCowdrey19711971,MC Cowdrey,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1971,1971,ENG,,
RTCrandon20092009,RT Crandon,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2009,WI,,
JPCrawley19941999,JP Crawley,13,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1994,1999,ENG,,
FSCrockwell20092009,FS Crockwell,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2009,BMUDA,,
MHCross20142019,MH Cross,52,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2014,2019,SCOT,,
VDahiya20002001,V Dahiya,19,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2000,2001,INDIA,,
WMDarling19781982,WM Darling,18,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1978,1982,AUS,,
SSDas20012002,SS Das,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2001,2002,INDIA,,
DDasgupta20012001,D Dasgupta,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2001,2001,INDIA,,
PBDassanayake19931994,PB Dassanayake,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1993,1994,SL,,
HDavids20132013,H Davids,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2013,2013,SA,,
AGDavies19991999,AG Davies,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1999,1999,SCOT,,
SGDavies19961996,SG Davies,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1996,1996,ZIM,,
SMDavies20092011,SM Davies,8,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2011,ENG,,
ICDavis19741977,IC Davis,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1974,1977,AUS,,
JJDawood20092010,JJ Dawood,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2010,CAN,,
RGdeAlwis19831988,RG de Alwis,31,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1983,1988,SL,,
QdeKock20132019,Q de Kock,115,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2013,2019,SA,,
MHDenness19731975,MH Denness,12,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1973,1975,ENG,,
FADennis19791979,FA Dennis,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1979,1979,CAN,,
JHDesai20042004,JH Desai,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2004,2004,USA,,
SIdeSaram19992001,SI de Saram,15,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1999,2001,SL,,
AMdeSilva19861993,AM de Silva,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1986,1993,SL,,
SKLdeSilva19971997,SKL de Silva,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1997,1997,SL,,
PDharmani19961996,P Dharmani,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1996,1996,INDIA,,
SDhawan20102019,S Dhawan,133,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2010,2019,INDIA,,
HSDhillon20062006,HS Dhillon,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2006,2006,CAN,,
DhimanGhosh20082008,Dhiman Ghosh,14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2008,BDESH,,
NDickwella20142019,N Dickwella,52,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2014,2019,SL,,
WPDiepeveen20112011,WP Diepeveen,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2011,2011,NL,,
SSDighe20002001,SS Dighe,23,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2000,2001,INDIA,,
HHDippenaar19992007,HH Dippenaar,107,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1999,2007,Afr,SA,
MJDiVenuto19971997,MJ Di Venuto,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1997,1997,AUS,,
KDoriga20172019,K Doriga,14,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2017,2019,PNG,,
CRMDouglas20082008,CRM Douglas,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2008,BMUDA,,
MWDouglas19941995,MW Douglas,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1994,1995,NZ,,
TMDowlin20092010,TM Dowlin,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2010,WI,,
PRDownton19771988,PR Downton,28,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1977,1988,ENG,,
SODowrich20192019,SO Dowrich,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,WI,,
BMDuckett20162016,BM Duckett,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2016,2016,ENG,,
TDuffin20062007,T Duffin,23,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2006,2007,ZIM,,
PJLDujon19811991,PJL Dujon,169,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1981,1991,WI,,
CIDunusinghe19951995,CI Dunusinghe,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1995,1995,SL,,
GCDyer19861988,GC Dyer,23,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1986,1988,AUS,,
JDyson19801983,J Dyson,29,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1980,1983,AUS,,
JEdness20072008,J Edness,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2007,2008,BMUDA,,
JHEdrich19711975,JH Edrich,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1971,1975,ENG,,
KAEdwards20112014,KA Edwards,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2011,2014,WI,,
REdwards19721975,R Edwards,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1972,1975,AUS,,
SAEdwards20182019,SA Edwards,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2018,2019,NL,,
MTGElliott19971997,MTG Elliott,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1997,1997,AUS,,
PAEmery19941994,PA Emery,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1994,1994,AUS,,
FMEngineer19741975,FM Engineer,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1974,1975,INDIA,,
CRErvine20102019,CR Ervine,93,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2010,2019,ZIM,,
EAEssop-Adam19921992,EA Essop-Adam,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1992,1992,ZIM,,
FahadNawaz20192019,Fahad Nawaz,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,UAE,,
FahadUsman20042004,Fahad Usman,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2004,2004,UAE,,
FaisalAthar20032003,Faisal Athar,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2003,2003,PAK,,
FarukAhmed19881999,Faruk Ahmed,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1988,1999,BDESH,,
FYFazal20162016,FY Fazal,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2016,2016,INDIA,,
CJFerguson20092011,CJ Ferguson,30,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2009,2011,AUS,,
NFernandes20082008,N Fernandes,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2008,UAE,,
ERFernando19751975,ER Fernando,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1975,1975,SL,,
ERNSFernando19831983,ERNS Fernando,7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1983,1983,SL,,
UNKFernando19941994,UNK Fernando,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1994,1994,SL,,
WIAFernando20162019,WIA Fernando,15,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2016,2019,SL,,
JFigyJohn20192019,J Figy John,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,UAE,,
SEFindlay20082009,SE Findlay,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2008,2009,WI,,
RFlannigan20102010,R Flannigan,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2010,2010,SCOT,,
KWRFletcher19711982,KWR Fletcher,24,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1971,1982,ENG,,
BTFoakes20192019,BT Foakes,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2019,2019,ENG,,
PJForrest20122012,PJ Forrest,15,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2012,2012,AUS,,
JSFoster20012002,JS Foster,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2001,2002,ENG,,
GFowler19831986,G Fowler,26,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1983,1986,ENG,,
TJFranklin19831988,TJ Franklin,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1983,1988,NZ,,
BNFrench19851988,BN French,13,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1985,1988,ENG,,
PGFulton20042009,PG Fulton,49,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2004,2009,NZ,,
RSGabriel19841984,RS Gabriel,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1984,1984,WI,,
DJGandhi19992000,DJ Gandhi,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1999,2000,INDIA,,
HJWGardiner20132015,HJW Gardiner,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2013,2015,SCOT,,
LVGarrick20012001,LV Garrick,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2001,2001,WI,,
LKGermon19941997,LK Germon,37,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1994,1997,NZ,,
GhulamAli19931995,Ghulam Ali,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1993,1995,PAK,,
GhulamShabber20172019,Ghulam Shabber,23,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2017,2019,UAE,,
TGibbons20062006,T Gibbons,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2006,2006,BMUDA,,
