pid,Player,Mat,Inns_bowl,Balls_bowled,Runs_given,Wkts_taken,Avg_bowl,Econ_bowl,SR_bowl,4wkt,5wkt,BBwkts,BBruns,debut,retire,team1,team2,team3
MMuralitharan19932011,M Muralitharan,350,341,18811,12326,534,23.08,3.93,35.2,15,10,7,30,1993,2011,Asia,ICC,SL
WasimAkram19842003,Wasim Akram,356,351,18186,11812,502,23.52,3.89,36.2,17,6,5,15,1984,2003,PAK,,
WaqarYounis19892003,Waqar Younis,262,258,12698,9919,416,23.84,4.68,30.5,14,13,7,36,1989,2003,PAK,,
WPUJCVaas19942008,WPUJC Vaas,322,320,15775,11014,400,27.53,4.18,39.4,9,4,8,19,1994,2008,Asia,SL,
ShahidAfridi19962015,Shahid Afridi,398,372,17670,13632,395,34.51,4.62,44.7,4,9,7,12,1996,2015,Asia,ICC,PAK
SMPollock19962008,SM Pollock,303,297,15712,9631,393,24.5,3.67,39.9,12,5,6,35,1996,2008,Afr,ICC,SA
GDMcGrath19932007,GD McGrath,250,248,12970,8391,381,22.02,3.88,34.0,9,7,7,15,1993,2007,AUS,ICC,
BLee20002012,B Lee,221,217,11185,8877,380,23.36,4.76,29.4,14,9,5,22,2000,2012,AUS,,
SLMalinga20042019,SL Malinga,226,220,10936,9760,338,28.87,5.35,32.3,11,8,6,38,2004,2019,SL,,
AKumble19902007,A Kumble,271,265,14496,10412,337,30.89,4.3,43.0,8,2,6,12,1990,2007,Asia,INDIA,
STJayasuriya19892011,ST Jayasuriya,445,368,14874,11871,323,36.75,4.78,46.0,8,4,6,29,1989,2011,Asia,SL,
JSrinath19912003,J Srinath,229,227,11935,8847,315,28.08,4.44,37.8,7,3,5,23,1991,2003,INDIA,,
DLVettori19972015,DL Vettori,295,277,14060,9674,305,31.71,4.12,46.0,8,2,5,7,1997,2015,ICC,NZ,
SKWarne19932005,SK Warne,194,191,10642,7541,293,25.73,4.25,36.3,12,1,5,33,1993,2005,AUS,ICC,
ABAgarkar19982007,AB Agarkar,191,188,9484,8021,288,27.85,5.07,32.9,10,2,6,42,1998,2007,INDIA,,
SaqlainMushtaq19952003,Saqlain Mushtaq,169,165,8770,6275,288,21.78,4.29,30.4,11,6,5,20,1995,2003,PAK,,
ZKhan20002012,Z Khan,200,197,10097,8301,282,29.43,4.93,35.8,7,1,5,42,2000,2012,Asia,INDIA,
JHKallis19962014,JH Kallis,328,283,10750,8680,273,31.79,4.84,39.3,2,2,5,30,1996,2014,Afr,ICC,SA
AADonald19912003,AA Donald,164,162,8561,5926,272,21.78,4.15,31.4,11,2,6,23,1991,2003,SA,,
AbdulRazzaq19962011,Abdul Razzaq,265,254,10941,8564,269,31.83,4.69,40.6,8,3,6,35,1996,2011,Asia,PAK,
JMAnderson20022015,JM Anderson,194,191,9584,7861,269,29.22,4.92,35.6,11,2,5,23,2002,2015,ENG,,
HarbhajanSingh19982015,Harbhajan Singh,236,227,12479,8973,269,33.35,4.31,46.3,2,3,5,31,1998,2015,Asia,INDIA,
MashrafeMortaza20012019,Mashrafe Mortaza,217,217,10789,8759,266,32.92,4.87,40.5,7,1,6,26,2001,2019,Asia,BDESH,
MNtini19982009,M Ntini,173,171,8687,6559,266,24.65,4.53,32.6,8,4,6,22,1998,2009,ICC,SA,
ShakibAlHasan20062019,Shakib Al Hasan,206,203,10517,7857,260,30.21,4.48,40.4,8,2,5,29,2006,2019,BDESH,,
NKapilDev19781994,N Kapil Dev,225,221,11202,6945,253,27.45,3.71,44.2,3,1,5,43,1978,1994,INDIA,,
ShoaibAkhtar19982011,Shoaib Akhtar,163,162,7764,6169,247,24.97,4.76,31.4,6,4,6,16,1998,2011,Asia,ICC,PAK
KDMills20012015,KD Mills,170,169,8230,6485,240,27.02,4.72,34.2,8,1,5,25,2001,2015,NZ,,
MGJohnson20052015,MG Johnson,153,150,7489,6038,239,25.26,4.83,31.3,9,3,6,31,2005,2015,AUS,,
HHStreak19932005,HH Streak,189,185,9468,7129,239,29.82,4.51,39.6,7,1,5,32,1993,2005,Afr,ZIM,
DGough19942006,D Gough,159,156,8470,6209,235,26.42,4.39,36.0,10,2,5,44,1994,2006,ENG,ICC,
CAWalsh19852000,CA Walsh,205,204,10822,6918,227,30.47,3.83,47.6,6,1,5,1,1985,2000,WI,,
CELAmbrose19882000,CEL Ambrose,176,175,9353,5429,225,24.12,3.48,41.5,6,4,5,17,1988,2000,WI,,
AbdurRazzak20042014,Abdur Razzak,153,152,7965,6065,207,29.29,4.56,38.4,5,4,5,29,2004,2014,BDESH,,
CZHarris19902004,CZ Harris,250,232,10667,7613,203,37.5,4.28,52.5,2,1,5,42,1990,2004,NZ,,
CJMcDermott19851996,CJ McDermott,138,138,7461,5018,203,24.71,4.03,36.7,4,1,5,44,1985,1996,AUS,,
CLCairns19912006,CL Cairns,215,186,8168,6594,201,32.8,4.84,40.6,3,1,5,42,1991,2006,ICC,NZ,
DJBravo20042014,DJ Bravo,164,150,6511,5874,199,29.51,5.41,32.7,6,1,6,43,2004,2014,WI,,
KMDNKulasekara20032017,KMDN Kulasekara,184,181,8263,6751,199,33.92,4.9,41.5,4,1,5,22,2003,2017,SL,,
BKVPrasad19942001,BKV Prasad,161,160,8129,6332,196,32.3,4.67,41.4,3,1,5,27,1994,2001,INDIA,,
DWSteyn20052019,DW Steyn,125,124,6256,5087,196,25.95,4.87,31.9,4,3,6,39,2005,2019,Afr,SA,
SRWaugh19862002,SR Waugh,325,207,8883,6761,195,34.67,4.56,45.5,3,0,4,33,1986,2002,AUS,,
CLHooper19872003,CL Hooper,227,203,9573,6958,193,36.05,4.36,49.6,3,0,4,34,1987,2003,WI,,
LKlusener19962004,L Klusener,171,164,7336,5751,192,29.95,4.7,38.2,1,6,6,49,1996,2004,SA,,
MMorkel20072018,M Morkel,117,114,5760,4761,188,25.32,4.95,30.6,7,2,5,21,2007,2018,Afr,SA,
CRDFernando20012012,CRD Fernando,147,141,6507,5648,187,30.2,5.2,34.7,3,1,6,27,2001,2012,Asia,SL,
TGSouthee20082019,TG Southee,140,138,7021,6373,186,34.26,5.44,37.7,4,3,7,33,2008,2019,NZ,,
SaeedAjmal20082015,Saeed Ajmal,113,112,6000,4182,184,22.72,4.18,32.6,6,2,5,24,2008,2015,PAK,,
AaqibJaved19881998,Aaqib Javed,163,159,8012,5721,182,31.43,4.28,44.0,2,4,7,37,1988,1998,PAK,,
ImranKhan19741992,Imran Khan,175,153,7461,4844,182,26.61,3.89,40.9,3,1,6,14,1974,1992,PAK,,
RAJadeja20092019,RA Jadeja,159,155,8029,6552,181,36.19,4.89,44.3,7,1,5,36,2009,2019,INDIA,,
UmarGul20032016,Umar Gul,130,128,6064,5253,179,29.34,5.19,33.8,4,2,6,42,2003,2016,PAK,,
SCJBroad20062016,SCJ Broad,121,121,6109,5364,178,30.13,5.26,34.3,9,1,5,23,2006,2016,ENG,,
NWBracken20012009,NW Bracken,116,116,5759,4240,174,24.36,4.41,33.0,5,2,5,47,2001,2009,AUS,,
ImranTahir20112019,Imran Tahir,107,104,5541,4297,173,24.83,4.65,32.0,7,3,7,45,2011,2019,SA,,
JDPOram20012012,JDP Oram,160,154,6911,5047,173,29.17,4.38,39.9,3,2,5,26,2001,2012,NZ,,
IKPathan20042012,IK Pathan,120,118,5855,5142,173,29.72,5.26,33.8,5,2,5,27,2004,2012,INDIA,,
MAStarc20102019,MA Starc,85,85,4315,3611,172,20.99,5.02,25.0,11,7,6,28,2010,2019,AUS,,
NLTCPerera20092019,NLTC Perera,161,152,5711,5556,171,32.49,5.83,33.3,5,4,6,44,2009,2019,SL,,
AFlintoff19992009,A Flintoff,141,119,5624,4121,169,24.38,4.39,33.2,6,2,5,19,1999,2009,ENG,ICC,
SRWatson20022015,SR Watson,190,163,6466,5342,168,31.79,4.95,38.4,3,0,4,36,2002,2015,AUS,,
CHGayle19992019,CH Gayle,301,199,7424,5926,167,35.48,4.78,44.4,3,1,5,46,1999,2019,ICC,WI,
TABoult20122019,TA Boult,89,89,4884,4111,164,25.06,5.05,29.7,7,5,7,34,2012,2019,NZ,,
MushtaqAhmed19892003,Mushtaq Ahmed,144,142,7543,5361,161,33.29,4.26,46.8,3,1,5,36,1989,2003,PAK,,
SirRJHadlee19731990,Sir RJ Hadlee,115,112,6182,3407,158,21.56,3.3,39.1,1,5,5,25,1973,1990,NZ,,
ShoaibMalik19992019,Shoaib Malik,287,217,7958,6192,158,39.18,4.66,50.3,1,0,4,19,1999,2019,PAK,,
MDMarshall19801992,MD Marshall,136,134,7175,4233,157,26.96,3.53,45.7,6,0,4,18,1980,1992,WI,,
ANehra20012011,A Nehra,120,120,5751,4981,157,31.72,5.19,36.6,5,2,6,23,2001,2011,Asia,INDIA,
MPrabhakar19841996,M Prabhakar,130,127,6360,4534,157,28.87,4.27,40.5,4,2,5,33,1984,1996,INDIA,,
GBHogg19962008,GB Hogg,123,113,5564,4188,156,26.84,4.51,35.6,3,2,5,32,1996,2008,AUS,,
SRTendulkar19892012,SR Tendulkar,463,270,8054,6850,154,44.48,5.1,52.2,4,2,5,32,1989,2012,INDIA,,
BAWMendis20082015,BAW Mendis,87,84,4154,3324,152,21.86,4.8,27.3,7,3,6,13,2008,2015,SL,,
UDUChandana19942007,UDU Chandana,147,136,6142,4818,151,31.9,4.7,40.6,4,1,5,61,1994,2007,SL,,
RAshwin20102017,R Ashwin,111,109,6021,4937,150,32.91,4.91,40.1,1,0,4,25,2010,2017,INDIA,,
SEBond20022010,SE Bond,82,80,4295,3070,147,20.88,4.28,29.2,7,4,6,19,2002,2010,NZ,,
JGarner19771987,J Garner,98,98,5330,2752,146,18.84,3.09,36.5,2,3,5,31,1977,1987,WI,,
ITBotham19761992,IT Botham,116,115,6271,4139,145,28.54,3.96,43.2,3,0,4,31,1976,1992,ENG,,
TMOdoyo19962014,TM Odoyo,136,129,5649,4335,145,29.89,4.6,38.9,5,0,4,25,1996,2014,Afr,KENYA,
AURashid20092019,AU Rashid,99,93,4851,4547,143,31.79,5.62,33.9,7,2,5,27,2009,2019,ENG,,
JNGillespie19962005,JN Gillespie,97,96,5144,3611,142,25.42,4.21,36.2,3,3,5,22,1996,2005,AUS,,
MAHolding19761987,MA Holding,102,102,5473,3034,142,21.36,3.32,38.5,5,1,5,26,1976,1987,WI,,
CRWoakes20112019,CR Woakes,99,95,4638,4327,142,30.47,5.59,32.6,9,3,6,45,2011,2019,ENG,,
EJChatfield19791989,EJ Chatfield,114,112,6065,3618,140,25.84,3.57,43.3,3,1,5,34,1979,1989,NZ,,
MohammadHafeez20032019,Mohammad Hafeez,218,177,7733,5400,139,38.84,4.18,55.6,1,0,4,41,2003,2019,PAK,,
HDPKDharmasena19942004,HDPK Dharmasena,141,134,7009,4998,138,36.21,4.27,50.7,1,0,4,37,1994,2004,SL,,
SBStyris19992011,SB Styris,188,161,6114,4839,137,35.32,4.74,44.6,4,1,6,25,1999,2011,NZ,,
MohammedShami20132019,Mohammed Shami,73,72,3709,3400,136,25.0,5.5,27.2,8,1,5,69,2013,2019,INDIA,,
MFMaharoof20042016,MF Maharoof,109,105,4640,3789,135,28.06,4.89,34.3,4,2,6,14,2004,2016,SL,,
LEPlunkett20052019,LE Plunkett,89,87,4137,4010,135,29.7,5.81,30.6,6,1,5,52,2005,2019,ENG,,
DWFleming19942001,DW Fleming,88,88,4619,3402,134,25.38,4.41,34.4,4,1,5,36,1994,2001,AUS,,
JOHolder20132019,JO Holder,112,108,5179,4777,133,35.91,5.53,38.9,4,2,5,27,2013,2019,WI,,
RashidKhan20152019,Rashid Khan,71,67,3558,2467,133,18.54,4.16,26.7,4,4,7,18,2015,2019,AFG,,
ASymonds19982009,A Symonds,198,158,5935,4955,133,37.25,5.0,44.6,2,1,5,18,1998,2009,AUS,,
PUtseya20042015,P Utseya,164,160,8571,6239,133,46.9,4.36,64.4,2,1,5,36,2004,2015,ZIM,,
AbdulQadir19831993,Abdul Qadir,104,100,5100,3454,132,26.16,4.06,38.6,4,2,5,44,1983,1993,PAK,,
BKumar20122019,B Kumar,114,113,5451,4568,132,34.6,5.02,41.2,4,1,5,42,2012,2019,INDIA,,
MDillon19972005,M Dillon,108,107,5480,4218,130,32.44,4.61,42.1,3,3,5,29,1997,2005,WI,,
MohammadNabi20092019,Mohammad Nabi,124,120,5919,4231,130,32.54,4.28,45.5,3,0,4,30,2009,2019,AFG,,
RJShastri19811992,RJ Shastri,150,136,6613,4650,129,36.04,4.21,51.2,2,1,5,15,1981,1992,INDIA,,
JETaylor20032017,JE Taylor,90,88,4341,3780,128,29.53,5.22,33.9,3,1,5,48,2003,2017,WI,,
DKMorrison19871996,DK Morrison,96,95,4586,3470,126,27.53,4.53,36.3,1,2,5,34,1987,1996,NZ,,
RubelHossain20092019,Rubel Hossain,101,99,4540,4300,126,34.12,5.68,36.0,7,1,6,26,2009,2019,BDESH,,
MohammadRafique19952007,Mohammad Rafique,125,124,6414,4739,125,37.91,4.43,51.3,3,1,5,47,1995,2007,Asia,BDESH,
KAJRoach20082019,KAJ Roach,92,90,4459,3763,124,30.34,5.06,35.9,3,3,6,27,2008,2019,WI,,
AzharMahmood19962007,Azhar Mahmood,143,139,6242,4813,123,39.13,4.62,50.7,2,3,6,18,1996,2007,PAK,,
MohammadSami20012015,Mohammad Sami,87,85,4284,3567,121,29.47,4.99,35.4,3,1,5,10,2001,2015,PAK,,
AGCremer20092018,AG Cremer,96,95,4680,3597,119,30.22,4.61,39.3,4,3,6,46,2009,2018,ZIM,,
IRBishop19881997,IR Bishop,84,83,4332,3127,118,26.5,4.33,36.7,7,2,5,25,1988,1997,WI,,
IVARichards19751991,IVA Richards,187,131,5644,4228,118,35.83,4.49,47.8,1,2,6,41,1975,1991,WI,,
KRabada20152019,K Rabada,75,73,3842,3199,117,27.34,4.99,32.8,6,1,6,16,2015,2019,SA,,
RRampaul20032015,R Rampaul,92,88,4033,3434,117,29.35,5.1,34.4,8,2,5,49,2003,2015,WI,,
DawlatZadran20112019,Dawlat Zadran,82,80,3769,3423,115,29.76,5.44,32.7,3,0,4,22,2011,2019,AFG,,
PAJDeFreitas19871997,PAJ DeFreitas,103,103,5712,3775,115,32.82,3.96,49.6,1,0,4,35,1987,1997,ENG,,
ADMathews20082019,AD Mathews,214,155,5083,3907,115,33.97,4.61,44.2,1,1,6,20,2008,2019,SL,,
ISharma20072016,I Sharma,80,78,3733,3563,115,30.98,5.72,32.4,6,0,4,34,2007,2016,INDIA,,
WahabRiaz20082019,Wahab Riaz,89,88,4209,4011,115,34.87,5.71,36.6,4,1,5,46,2008,2019,PAK,,
WJCronje19922000,WJ Cronje,188,153,5357,3966,114,34.78,4.44,46.9,1,1,5,32,1992,2000,SA,,
MCSnedden19801990,MC Snedden,93,90,4525,3237,114,28.39,4.29,39.6,1,0,4,34,1980,1990,NZ,,
GRLarsen19901999,GR Larsen,121,119,6368,4000,113,35.39,3.76,56.3,1,0,4,24,1990,1999,NZ,,
KJO'Brien20062019,KJ O'Brien,142,113,4224,3672,113,32.49,5.21,37.3,5,0,4,13,2006,2019,IRE,,
PDCollingwood20012011,PD Collingwood,197,151,5186,4294,111,38.68,4.96,46.7,3,1,6,31,2001,2011,ENG,,
MudassarNazar19771989,Mudassar Nazar,122,104,4855,3432,111,30.91,4.24,43.7,1,1,5,28,1977,1989,PAK,,
YuvrajSingh20002017,Yuvraj Singh,304,161,5048,4294,111,38.68,5.1,45.4,2,1,5,31,2000,2017,Asia,INDIA,
JunaidKhan20112019,Junaid Khan,76,76,3601,3216,110,29.23,5.35,32.7,4,0,4,12,2011,2019,PAK,,
Naved-ul-Hasan20032010,Naved-ul-Hasan,74,72,3466,3221,110,29.28,5.57,31.5,6,1,6,27,2003,2010,PAK,,
DRTuffey20002010,DR Tuffey,94,92,4333,3534,110,32.12,4.89,39.3,2,0,4,24,2000,2010,NZ,,
TTBresnan20062015,TT Bresnan,85,84,4221,3813,109,34.98,5.42,38.7,3,1,5,48,2006,2015,ENG,,
GPWickramasinghe19902002,GP Wickramasinghe,134,132,5720,4321,109,39.64,4.53,52.4,1,0,4,48,1990,2002,SL,,
SPO'Donnell19851991,SP O'Donnell,87,87,4350,3102,108,28.72,4.27,40.2,5,1,5,13,1985,1991,AUS,,
DNTZoysa19972007,DNT Zoysa,95,93,4259,3213,108,29.75,4.52,39.4,2,1,5,26,1997,2007,SL,,
RASLakmal20092019,RAS Lakmal,85,83,3824,3478,107,32.5,5.45,35.7,3,0,4,13,2009,2019,SL,,
MustafizurRahman20152019,Mustafizur Rahman,56,55,2813,2458,107,22.97,5.24,26.2,3,5,6,43,2015,2019,BDESH,,
PAdeSilva19842003,PA de Silva,308,156,5148,4177,106,39.4,4.86,48.5,2,0,4,30,1984,2003,SL,,
TMDilshan19992016,TM Dilshan,330,204,5880,4778,106,45.07,4.87,55.4,3,0,4,4,1999,2016,SL,,
ANel20012008,A Nel,79,76,3801,2935,106,27.68,4.63,35.8,3,1,5,45,2001,2008,SA,,
PRReiffel19921999,PR Reiffel,92,92,4732,3096,106,29.2,3.92,44.6,5,0,4,13,1992,1999,AUS,,
UTYadav20102018,UT Yadav,75,73,3558,3565,106,33.63,6.01,33.5,4,0,4,31,2010,2018,INDIA,,
GWFlower19922010,GW Flower,221,156,5462,4225,104,40.62,4.64,52.5,2,0,4,32,1992,2010,ZIM,,
WBRankin20072019,WB Rankin,73,71,3600,2893,104,27.81,4.82,34.6,4,0,4,15,2007,2019,ENG,IRE,
GPSwann20002013,GP Swann,79,76,3809,2888,104,27.76,4.54,36.6,3,1,5,28,2000,2013,ENG,,
JJBumrah20162019,JJ Bumrah,58,58,3009,2254,103,21.88,4.49,29.2,5,1,5,27,2016,2019,INDIA,,
DKLillee19721983,DK Lillee,63,63,3593,2145,103,20.82,3.58,34.8,5,1,5,34,1972,1983,AUS,,
CPringle19901995,C Pringle,64,64,3314,2459,103,23.87,4.45,32.1,2,1,5,45,1990,1995,NZ,,
STFinn20112017,ST Finn,69,67,3550,2996,102,29.37,5.06,34.8,4,2,5,33,2011,2017,ENG,,
EChigumbura20042018,E Chigumbura,213,132,4339,4274,101,42.31,5.91,42.9,1,0,4,28,2004,2018,Afr,ZIM,
WKMBenjamin19861995,WKM Benjamin,85,85,4442,3079,100,30.79,4.15,44.4,0,1,5,22,1986,1995,WI,,
SCGanguly19922007,SC Ganguly,311,171,4561,3849,100,38.49,5.06,45.6,1,2,5,16,1992,2007,Asia,INDIA,
RAHarper19831996,RA Harper,105,99,5175,3431,100,34.31,3.97,51.7,3,0,4,40,1983,1996,WI,,
CKLangeveldt20012010,CK Langeveldt,72,71,3489,2962,100,29.62,5.09,34.8,1,2,5,39,2001,2010,SA,,
RWPrice20022012,RW Price,102,99,5374,3575,100,35.75,3.99,53.7,1,0,4,22,2002,2012,ZIM,,
NJAstle19952007,NJ Astle,223,159,4850,3809,99,38.47,4.71,48.9,1,0,4,43,1995,2007,NZ,,
KuldeepYadav20172019,Kuldeep Yadav,56,54,2952,2455,99,24.79,4.98,29.8,4,1,6,25,2017,2019,INDIA,,
CJMcKay20092014,CJ McKay,59,59,2965,2364,97,24.37,4.78,30.5,4,2,5,28,2009,2014,AUS,,
PLTaylor19871992,PL Taylor,83,80,3937,2740,97,28.24,4.17,40.5,1,0,4,38,1987,1992,AUS,,
NBoje19952005,N Boje,115,108,4541,3415,96,35.57,4.51,47.3,2,1,5,21,1995,2005,Afr,SA,
PJCummins20112019,PJ Cummins,58,58,3033,2603,96,27.11,5.14,31.5,5,1,5,70,2011,2019,AUS,,
JPFaulkner20132017,JP Faulkner,69,67,3211,2962,96,30.85,5.53,33.4,4,0,4,32,2013,2017,AUS,,
VSehwag19992013,V Sehwag,251,146,4392,3853,96,40.13,5.26,45.7,1,0,4,6,1999,2013,Asia,ICC,INDIA
PAStrang19942001,PA Strang,95,89,4351,3173,96,33.05,4.37,45.3,2,2,5,21,1994,2001,ZIM,,
TLChatara20132019,TL Chatara,70,70,3431,2905,95,30.57,5.08,36.1,1,0,4,33,2013,2019,ZIM,,
PSdeVilliers19921997,PS de Villiers,83,82,4422,2636,95,27.74,3.57,46.5,2,0,4,27,1992,1997,SA,,
AJHall19992007,AJ Hall,88,78,3341,2515,95,26.47,4.51,35.1,3,1,5,18,1999,2007,SA,,
WDParnell20092017,WD Parnell,65,61,2911,2738,94,29.12,5.64,30.9,3,2,5,48,2009,2017,SA,,
SOTikolo19962014,SO Tikolo,135,99,4016,3215,94,34.2,4.8,42.7,2,0,4,41,1996,2014,Afr,KENYA,
LLTsotsobe20092013,LL Tsotsobe,61,60,2964,2347,94,24.96,4.75,31.5,7,0,4,22,2009,2013,SA,,
MJHenry20142019,MJ Henry,52,50,2703,2437,92,26.48,5.4,29.3,7,2,5,30,2014,2019,NZ,,
SPNarine20112016,SP Narine,65,65,3540,2435,92,26.46,4.12,38.4,4,2,6,27,2011,2016,WI,,
ACCummins19912007,AC Cummins,76,74,3767,2877,91,31.61,4.58,41.3,2,1,5,31,1991,2007,CAN,WI,
CBMpofu20042019,CB Mpofu,83,82,3900,3513,91,38.6,5.4,42.8,2,1,6,52,2004,2019,ZIM,,
BPPatterson19861993,BP Patterson,59,58,3050,2206,90,24.51,4.33,33.8,1,1,6,29,1986,1993,WI,,
BLCairns19741985,BL Cairns,78,75,4015,2717,89,30.52,4.06,45.1,2,1,5,28,1974,1985,NZ,,
GHDockrell20102019,GH Dockrell,87,85,4232,3327,89,37.38,4.71,47.5,4,0,4,24,2010,2019,IRE,,
SaleemMalik19821999,Saleem Malik,283,120,3505,2959,89,33.24,5.06,39.3,1,1,5,35,1982,1999,PAK,,
MNSamuels20002018,MN Samuels,207,134,5091,4127,89,46.37,4.86,57.2,0,0,3,12,2000,2018,WI,,
TMAlderman19811991,TM Alderman,65,65,3371,2056,88,23.36,3.65,38.3,1,2,5,17,1981,1991,AUS,,
GFLawson19801989,GF Lawson,79,79,4259,2592,88,29.45,3.65,48.3,1,0,4,26,1980,1989,AUS,,
GJWhittall19932003,GJ Whittall,147,112,4060,3481,88,39.55,5.14,46.1,1,0,4,35,1993,2003,ZIM,,
AMERoberts19751983,AME Roberts,56,56,3123,1771,87,20.35,3.4,35.8,2,1,5,22,1975,1983,WI,,
MMPatel20062011,MM Patel,70,67,3154,2603,86,30.26,4.95,36.6,3,0,4,29,2006,2011,INDIA,,
AamerSohail19902000,Aamer Sohail,156,125,4836,3703,85,43.56,4.59,56.8,1,0,4,22,1990,2000,PAK,,
YSChahal20162019,YS Chahal,50,49,2659,2246,85,26.42,5.06,31.2,2,2,6,42,2016,2019,INDIA,,
IJHarvey19972004,IJ Harvey,73,70,3279,2577,85,30.31,4.71,38.5,4,0,4,16,1997,2004,AUS,,
RMHogg19791985,RM Hogg,71,67,3677,2418,85,28.44,3.94,43.2,5,0,4,29,1979,1985,AUS,,
JRRatnayeke19821990,JR Ratnayeke,78,76,3573,2866,85,33.71,4.81,42.0,1,0,4,23,1982,1990,SL,,
MEWaugh19882002,ME Waugh,244,120,3687,2938,85,34.56,4.78,43.3,1,1,5,24,1988,2002,AUS,,
MMAli20142019,MM Ali,101,95,4654,4089,84,48.67,5.27,55.4,1,0,4,46,2014,2019,ENG,,
CDCollymore19992007,CD Collymore,84,80,4074,2924,83,35.22,4.3,49.0,1,1,5,51,1999,2007,WI,,
MohammadIrfan20102016,Mohammad Irfan,60,60,3109,2549,83,30.71,4.91,37.4,2,0,4,30,2010,2016,PAK,,
PVSimmons19871999,PV Simmons,143,103,3880,2876,83,34.65,4.44,46.7,2,0,4,3,1987,1999,WI,,
HasanAli20162019,Hasan Ali,53,51,2548,2381,82,29.03,5.6,31.0,1,3,5,34,2016,2019,PAK,,
MJMcClenaghan20132016,MJ McClenaghan,48,45,2336,2313,82,28.2,5.94,28.4,6,1,5,58,2013,2016,NZ,,
CGRackemann19831991,CG Rackemann,52,52,2791,1833,82,22.35,3.94,34.0,3,1,5,16,1983,1991,AUS,,
JECFranklin20012013,JEC Franklin,110,97,3848,3354,81,41.4,5.22,47.5,0,1,5,42,2001,2013,NZ,,
MohammadAmir20092019,Mohammad Amir,61,60,3013,2400,81,29.62,4.77,37.1,1,1,5,30,2009,2019,PAK,,
DJGSammy20042015,DJG Sammy,126,119,4956,3851,81,47.54,4.66,61.1,1,0,4,26,2004,2015,WI,,
RGDWillis19731984,RGD Willis,64,64,3595,1968,80,24.6,3.28,44.9,4,0,4,11,1973,1984,ENG,,
CRMatthews19911997,CR Matthews,56,55,3003,1975,79,25.0,3.94,38.0,3,0,4,10,1991,1997,SA,,
ARanatunga19821999,A Ranatunga,269,135,4710,3757,79,47.55,4.78,59.6,1,0,4,14,1982,1999,SL,,
AJBichel19972004,AJ Bichel,67,66,3257,2463,78,31.57,4.53,41.7,1,2,7,20,1997,2004,AUS,,
IDRBradshaw20042007,IDR Bradshaw,62,62,3172,2299,78,29.47,4.34,40.6,0,0,3,15,2004,2007,WI,,
PJOngondo19992011,PJ Ongondo,79,79,3102,2350,78,30.12,4.54,39.7,1,1,5,51,1999,2011,Afr,KENYA,
RMHBinny19801987,RMH Binny,72,67,2957,2260,77,29.35,4.58,38.4,3,0,4,29,1980,1987,INDIA,,
IftikharAnjum20042010,Iftikhar Anjum,62,60,2960,2430,77,31.55,4.92,38.4,2,1,5,30,2004,2010,PAK,,
PKumar20072012,P Kumar,68,67,3242,2774,77,36.02,5.13,42.1,3,0,4,31,2007,2012,INDIA,,
RMcLaren20092014,R McLaren,54,51,2403,2102,77,27.29,5.24,31.2,5,0,4,19,2009,2014,SA,,
JEEmburey19801993,JE Emburey,61,61,3425,2346,76,30.86,4.1,45.0,2,0,4,37,1980,1993,ENG,,
SJHarmison20022009,SJ Harmison,58,57,2899,2481,76,32.64,5.13,38.1,2,1,5,33,2002,2009,ENG,,
RDKing19982005,RD King,50,50,2603,1807,76,23.77,4.16,34.2,2,0,4,25,1998,2005,WI,,
Mahmudullah20072019,Mahmudullah,185,134,4090,3527,76,46.4,5.17,53.8,0,0,3,4,2007,2019,BDESH,,
RJRatnayake19821993,RJ Ratnayake,70,70,3575,2712,76,35.68,4.55,47.0,1,1,5,32,1982,1993,SL,,
GBBrent19962008,GB Brent,70,69,3390,2776,75,37.01,4.91,45.2,3,0,4,22,1996,2008,ZIM,,
RJPeterson20022014,RJ Peterson,79,74,3278,2680,75,35.73,4.9,43.7,3,0,4,12,2002,2014,SA,,
SSreesanth20052011,S Sreesanth,53,52,2476,2508,75,33.44,6.07,33.0,2,1,6,55,2005,2011,INDIA,,
HMRKBHerath20042015,HMRKB Herath,71,67,3242,2362,74,31.91,4.37,43.8,1,0,4,20,2004,2015,SL,,
TJMurtagh20122019,TJ Murtagh,58,57,3020,2290,74,30.94,4.54,40.8,4,1,5,21,2012,2019,IRE,,
WWatson19861994,W Watson,61,61,3251,2247,74,30.36,4.14,43.9,1,0,4,27,1986,1994,NZ,,
ARBorder19791994,AR Border,273,87,2661,2071,73,28.36,4.66,36.4,0,0,3,20,1979,1994,AUS,,
RSKalpage19921999,RS Kalpage,86,81,3960,2975,73,40.75,4.5,54.2,2,0,4,36,1992,1999,SL,,
SMadanLal19741987,S Madan Lal,67,64,3164,2137,73,29.27,4.05,43.3,2,0,4,20,1974,1987,INDIA,,
JBotha20052012,J Botha,78,75,3823,2916,72,40.5,4.57,53.0,1,0,4,19,2005,2012,Afr,SA,
GSChappell19711983,GS Chappell,74,67,3108,2097,72,29.12,4.04,43.1,0,2,5,15,1971,1983,AUS,,
JRHazlewood20102018,JR Hazlewood,44,43,2294,1811,72,25.15,4.73,31.8,1,3,6,52,2010,2018,AUS,,
PLSymcox19931999,PL Symcox,80,80,3991,2762,72,38.36,4.15,55.4,1,0,4,28,1993,1999,SA,,
